	origin	familyOrigin	homologueTaxon	symbol	aliases	diseases	diseaseCategories	name	ncbiId	commentCause	uniprot	functionalClusters	expressionChange	ensembl	methylationCorrelation
39		{'id': 9, 'phylum': 'Vertebrata', 'age': '490', 'order': 10}	Euteleostomi	TP53	['BCC7', 'BMFS5', 'LFS1', 'P53', 'TRP53']	{'6': {'icdCode': 'C97', 'icdName': 'Malignant neoplasms of independent (primary) multiple sites', 'name': 'Li-fraumeni syndrome'}, '7': {'icdCode': 'C22.2', 'icdName': 'Malignant neoplasm: Hepatoblastoma', 'name': 'Hepatocellular carcinoma'}, '8': {'icdCode': 'D33.0', 'icdName': 'Benign neoplasm: Brain, supratentorial', 'name': 'Papilloma of choroid plexus'}, '9': {'icdCode': 'C44', 'icdName': 'Other malignant neoplasms of skin', 'name': 'Basal cell carcinoma, susceptibility to, 7'}, '10': {'icdCode': 'C41.9', 'icdName': 'Malignant neoplasm: Bone and articular cartilage, unspecified', 'name': 'Osteogenic sarcoma'}, '11': {'icdCode': 'C50', 'icdName': 'Malignant neoplasm of breast', 'name': 'Breast cancer'}, '12': {'icdCode': 'C25', 'icdName': 'Malignant neoplasm of pancreas', 'name': 'Pancreatic cancer'}, '13': {'icdCode': 'C74.0', 'icdName': 'Malignant neoplasm: Cortex of adrenal gland', 'name': 'Adrenocortical carcinoma, hereditary'}, '14': {'icdCode': 'C71', 'icdName': 'Malignant neoplasm of brain', 'name': 'Glioma'}, '15': {'icdCode': 'C11', 'icdName': 'Malignant neoplasm of nasopharynx', 'name': 'Nasopharyngeal carcinoma'}, '16': {'icdCode': 'C85', 'icdName': 'Other and unspecified types of non-Hodgkin lymphoma', 'name': 'Lymphoma, non-hodgkin, familial'}, '17': {'icdCode': 'C15-C26', 'icdName': 'Malignant neoplasms of digestive organs', 'name': 'Colorectal cancer'}}	{'223': {'icdCode': 'D10-D36', 'icdCategoryName': 'Benign neoplasms'}, '758': {'icdCode': 'C00-C97', 'icdCategoryName': 'Malignant neoplasms'}, '759': {'icdCode': 'D10-D36', 'icdCategoryName': 'Benign neoplasms'}}	tumor protein p53	7157	{'2': 'Genomic, transcriptome, and proteomic associations with lifespan/age-related phenotype', '8': 'Age-related changes in gene expression/protein activity in mammals', '9': 'Age-related changes in gene expression/protein activity in humans', '10': 'Gene regulates aging-related genes'}	P53_HUMAN	[{'id': 10, 'name': 'immune function'}, {'id': 11, 'name': 'mitochondrial function'}, {'id': 13, 'name': 'proteostasis'}, {'id': 15, 'name': 'epigenetic changes'}, {'id': 16, 'name': 'building and protection of telomeres'}, {'id': 19, 'name': 'senescence'}, {'id': 20, 'name': 'nucleus structure'}, {'id': 25, 'name': 'oxidation/antioxidant function'}, {'id': 27, 'name': 'signaling'}, {'id': 2, 'name': 'DNA metabolism'}, {'id': 31, 'name': 'nervous system'}, {'id': 32, 'name': 'autophagy'}, {'id': 37, 'name': 'proteolysis'}, {'id': 3, 'name': 'transcription regulation'}, {'id': 4, 'name': 'stress response'}, {'id': 5, 'name': 'cell cycle'}, {'id': 61, 'name': 'protein modification'}, {'id': 7, 'name': 'cell differentiation'}, {'id': 8, 'name': 'glucose metabolism'}]	3	ENSG00000141510	
40		{'id': 9, 'phylum': 'Vertebrata', 'age': '490', 'order': 10}	Bilateria	AKT1	['AKT', 'PKB', 'PKB-ALPHA', 'PRKBA', 'RAC', 'RAC-ALPHA']	{'11': {'icdCode': 'C50', 'icdName': 'Malignant neoplasm of breast', 'name': 'Breast cancer'}, '17': {'icdCode': 'C15-C26', 'icdName': 'Malignant neoplasms of digestive organs', 'name': 'Colorectal cancer'}, '69': {'icdCode': 'F20', 'icdName': 'Schizophrenia', 'name': 'Schizophrenia'}, '70': {'icdCode': 'Q87.3', 'icdName': 'Congenital malformation syndromes involving early overgrowth', 'name': 'Proteus syndrome'}, '71': {'icdCode': 'Q87.8', 'icdName': 'Other specified congenital malformation syndromes, not elsewhere classified', 'name': 'Cowden disease'}, '72': {'icdCode': 'C56', 'icdName': 'Malignant neoplasm of ovary', 'name': 'Ovarian cancer'}}	{'143': {'icdCode': 'Q80-Q89', 'icdCategoryName': 'Other congenital malformations'}, '758': {'icdCode': 'C00-C97', 'icdCategoryName': 'Malignant neoplasms'}, '764': {'icdCode': 'Q80-Q89', 'icdCategoryName': 'Other congenital malformations'}, '850': {'icdCode': 'F20-F29', 'icdCategoryName': 'Schizophrenia, schizotypal and delusional disorders'}}	v-akt murine thymoma viral oncogene homolog 1	207	{'5': 'Gene activity modulation increases non-mammalian lifespan', '6': 'Gene activity modulation increases mammalian lifespan', '8': 'Age-related changes in gene expression/protein activity in mammals', '10': 'Gene regulates aging-related genes', '13': 'Modulation of gene activity protects against age-related impairment', '16': 'Gene activity modulation decreases non-mammalian lifespan', '17': 'Modulation of gene activity enhances age-related deterioration'}	AKT1_HUMAN	[{'id': 10, 'name': 'immune function'}, {'id': 27, 'name': 'signaling'}, {'id': 31, 'name': 'nervous system'}, {'id': 4, 'name': 'stress response'}, {'id': 53, 'name': 'carcinogenesis'}, {'id': 56, 'name': 'apoptosis'}, {'id': 5, 'name': 'cell cycle'}, {'id': 6, 'name': 'embryonic development'}, {'id': 7, 'name': 'cell differentiation'}]	2	ENSG00000142208	
41		{'id': 9, 'phylum': 'Vertebrata', 'age': '490', 'order': 10}	Boreoeutheria	APOC3	['APOCIII']	{'149': {'icdCode': 'Q04.3', 'icdName': 'Other reduction deformities of brain', 'name': 'Lissencephaly'}}	{'792': {'icdCode': 'Q00-Q07', 'icdCategoryName': 'Congenital malformations of the nervous system'}}	apolipoprotein C-III	345	{'2': 'Genomic, transcriptome, and proteomic associations with lifespan/age-related phenotype'}	APOC3_HUMAN	[{'id': 22, 'name': 'lipid metabolism'}, {'id': 54, 'name': 'cholesterol metabolism'}]	0	ENSG00000110245	
42		{'id': 9, 'phylum': 'Vertebrata', 'age': '490', 'order': 10}	Tetrapoda	APOE	['AD2', 'APO-E', 'ApoE4', 'LDLCQ5', 'LPG']	{'141': {'icdCode': 'H35.3', 'icdName': 'Degeneration of macula and posterior pole', 'name': 'Macular degeneration, age-related'}, '180': {'icdCode': 'D76.3', 'icdName': 'Other histiocytosis syndromes', 'name': 'Sea-blue histiocyte disease'}, '181': {'icdCode': 'F30-F39', 'icdName': 'Mood [affective] disorders', 'name': 'Major depressive disorder'}, '182': {'icdCode': 'G30.0', 'icdName': 'Alzheimer disease with early onset', 'name': 'Alzheimer disease 2'}, '183': {'icdCode': 'N07.8', 'icdName': 'Hereditary nephropathy, not elsewhere classified : other', 'name': 'Lipoprotein glomerulopathy'}}	{'181': {'icdCode': 'F30-F39', 'icdCategoryName': 'Mood [affective] disorders'}, '724': {'icdCode': 'D70-D77', 'icdCategoryName': 'Other diseases of blood and blood-forming organs'}, '769': {'icdCode': 'G30-G32', 'icdCategoryName': 'Other degenerative diseases of the nervous system'}, '796': {'icdCode': 'N00-N08', 'icdCategoryName': 'Glomerular diseases'}, '806': {'icdCode': 'H30-H36', 'icdCategoryName': 'Disorders of choroid and retina'}}	apolipoprotein E	348	{'2': 'Genomic, transcriptome, and proteomic associations with lifespan/age-related phenotype'}	APOE_HUMAN	[{'id': 10, 'name': 'immune function'}, {'id': 12, 'name': 'cytoskeleton organization'}, {'id': 13, 'name': 'proteostasis'}, {'id': 14, 'name': 'transport'}, {'id': 22, 'name': 'lipid metabolism'}, {'id': 25, 'name': 'oxidation/antioxidant function'}, {'id': 26, 'name': 'inflammation'}, {'id': 27, 'name': 'signaling'}, {'id': 30, 'name': 'cardiovascular system'}, {'id': 31, 'name': 'nervous system'}, {'id': 3, 'name': 'transcription regulation'}, {'id': 54, 'name': 'cholesterol metabolism'}, {'id': 56, 'name': 'apoptosis'}, {'id': 59, 'name': 'reproductive function'}, {'id': 5, 'name': 'cell cycle'}, {'id': 61, 'name': 'protein modification'}]	0	ENSG00000130203	
43		{'id': 9, 'phylum': 'Vertebrata', 'age': '490', 'order': 10}	Amniota	IL6	['BSF-2', 'BSF2', 'CDF', 'HGF', 'HSF', 'IFN-beta-2', 'IFNB2', 'IL-6']	{'68': {'icdCode': 'E11', 'icdName': 'Type 2 diabetes mellitus', 'name': 'Diabetes mellitus, noninsulin-dependent'}, '185': {'icdCode': 'D47.7', 'icdName': 'Other specified neoplasms of uncertain or unknown behaviour of lymphoid, haematopoietic and related tissue', 'name': 'Kaposi sarcoma, susceptibility to'}, '186': {'icdCode': 'M08.2', 'icdName': 'Juvenile arthritis with systemic onset', 'name': 'Rheumatoid arthritis, systemic juvenile'}, '187': {'icdCode': 'Q28.2', 'icdName': 'Arteriovenous malformation of cerebral vessels', 'name': 'Arteriovenous malformations of the brain'}, '188': {'icdCode': 'K00-K93', 'icdName': '', 'name': 'Inflammatory bowel disease'}}	{'131': {'icdCode': 'E10-E14', 'icdCategoryName': 'Diabetes mellitus'}, '625': {'icdCode': 'E10-E14', 'icdCategoryName': 'Diabetes mellitus'}, '685': {'icdCode': 'D37-D48', 'icdCategoryName': 'Neoplasms of uncertain or unknown behaviour'}, '780': {'icdCode': 'Q20-Q28', 'icdCategoryName': 'Congenital malformations of the circulatory system'}, '831': {'icdCode': 'M00-M25', 'icdCategoryName': 'Arthropathies'}}	interleukin 6	3569	{'2': 'Genomic, transcriptome, and proteomic associations with lifespan/age-related phenotype', '8': 'Age-related changes in gene expression/protein activity in mammals', '9': 'Age-related changes in gene expression/protein activity in humans', '13': 'Modulation of gene activity protects against age-related impairment'}	IL6_HUMAN	[{'id': 10, 'name': 'immune function'}, {'id': 17, 'name': 'intercellular matrix'}, {'id': 18, 'name': 'translation regulation'}, {'id': 26, 'name': 'inflammation'}, {'id': 27, 'name': 'signaling'}, {'id': 3, 'name': 'transcription regulation'}, {'id': 5, 'name': 'cell cycle'}, {'id': 7, 'name': 'cell differentiation'}, {'id': 8, 'name': 'glucose metabolism'}]	2	ENSG00000136244	
44		{'id': 9, 'phylum': 'Vertebrata', 'age': '490', 'order': 10}	Euteleostomi	BDNF	['ANON2', 'BULN2']	{'105': {'icdCode': 'G47.3', 'icdName': 'Sleep apnoea', 'name': 'Central hypoventilation syndrome, congenital'}, '220': {'icdCode': 'F42', 'icdName': 'Obsessive-compulsive disorder', 'name': 'Obsessive-compulsive disorder'}, '221': {'icdCode': 'F50.2', 'icdName': 'Bulimia nervosa', 'name': 'Bulimia nervosa, susceptibility to, 2'}, '222': {'icdCode': 'F50.2', 'icdName': 'Bulimia nervosa', 'name': 'Bulimia nervosa, susceptibility to, 1'}}	{'784': {'icdCode': 'G40-G47', 'icdCategoryName': 'Episodic and paroxysmal disorders'}, '843': {'icdCode': 'F40-F48', 'icdCategoryName': 'Neurotic, stress-related and somatoform disorders'}, '851': {'icdCode': 'F50', 'icdCategoryName': 'Eating disorders'}}	brain-derived neurotrophic factor	627	{'8': 'Age-related changes in gene expression/protein activity in mammals', '13': 'Modulation of gene activity protects against age-related impairment'}	BDNF_HUMAN	[{'id': 21, 'name': 'insulin sensitivity'}, {'id': 31, 'name': 'nervous system'}, {'id': 3, 'name': 'transcription regulation'}, {'id': 5, 'name': 'cell cycle'}, {'id': 6, 'name': 'embryonic development'}, {'id': 7, 'name': 'cell differentiation'}]	3	ENSG00000176697	
45		{'id': 9, 'phylum': 'Vertebrata', 'age': '490', 'order': 10}	Euteleostomi	CLU	['AAG4', 'APO-J', 'APOJ', 'CLI', 'CLU1', 'CLU2', 'KUB1', 'NA1/NA2', 'SGP-2', 'SGP2', 'SP-40', 'TRPM-2', 'TRPM2']	[]	[]	clusterin	1191	{'5': 'Gene activity modulation increases non-mammalian lifespan', '13': 'Modulation of gene activity protects against age-related impairment'}	CLUS_HUMAN	[{'id': 10, 'name': 'immune function'}, {'id': 11, 'name': 'mitochondrial function'}, {'id': 13, 'name': 'proteostasis'}, {'id': 14, 'name': 'transport'}, {'id': 17, 'name': 'intercellular matrix'}, {'id': 22, 'name': 'lipid metabolism'}, {'id': 31, 'name': 'nervous system'}, {'id': 32, 'name': 'autophagy'}, {'id': 4, 'name': 'stress response'}, {'id': 56, 'name': 'apoptosis'}, {'id': 5, 'name': 'cell cycle'}]	0	ENSG00000120885	
46		{'id': 9, 'phylum': 'Vertebrata', 'age': '490', 'order': 10}	Catarrhini	ELN	['ADCL1', 'SVAS', 'WBS', 'WS']	{'76': {'icdCode': 'Q25.3', 'icdName': 'Stenosis of aorta', 'name': 'Supravalvular aortic stenosis'}, '257': {'icdCode': 'Q82.8', 'icdName': 'Other specified congenital malformations of skin', 'name': 'Cutis laxa, autosomal dominant 1'}}	{'143': {'icdCode': 'Q80-Q89', 'icdCategoryName': 'Other congenital malformations'}, '764': {'icdCode': 'Q80-Q89', 'icdCategoryName': 'Other congenital malformations'}, '780': {'icdCode': 'Q20-Q28', 'icdCategoryName': 'Congenital malformations of the circulatory system'}}	elastin	2006	{'8': 'Age-related changes in gene expression/protein activity in mammals', '9': 'Age-related changes in gene expression/protein activity in humans', '10': 'Gene regulates aging-related genes', '13': 'Modulation of gene activity protects against age-related impairment'}	ELN_HUMAN	[{'id': 17, 'name': 'intercellular matrix'}, {'id': 30, 'name': 'cardiovascular system'}, {'id': 34, 'name': 'skin health'}]	1	ENSG00000049540	
47		{'id': 9, 'phylum': 'Vertebrata', 'age': '490', 'order': 10}	Euteleostomi	CNR1	['CANN6', 'CB-R', 'CB1', 'CB1A', 'CB1K5', 'CB1R', 'CNR']	[]	[]	cannabinoid receptor 1 (brain)	1268	{'8': 'Age-related changes in gene expression/protein activity in mammals', '13': 'Modulation of gene activity protects against age-related impairment'}	CNR1_HUMAN	[{'id': 10, 'name': 'immune function'}, {'id': 31, 'name': 'nervous system'}, {'id': 58, 'name': 'cognitive function'}]	1	ENSG00000118432	
48		{'id': 9, 'phylum': 'Vertebrata', 'age': '490', 'order': 10}	Euteleostomi	C1QA	[]	{'292': {'icdCode': 'D84.1', 'icdName': 'Defects in the complement system', 'name': 'C1q deficiency'}}	{'776': {'icdCode': 'D80-D89', 'icdCategoryName': 'Certain disorders involving the immune mechanism'}}	complement component 1, q subcomponent, A chain	712	{'8': 'Age-related changes in gene expression/protein activity in mammals'}	C1QA_HUMAN	[{'id': 10, 'name': 'immune function'}, {'id': 27, 'name': 'signaling'}, {'id': 31, 'name': 'nervous system'}]	2	ENSG00000173372	
49		{'id': 9, 'phylum': 'Vertebrata', 'age': '490', 'order': 10}	Boreoeutheria	CTF1	['CT-1', 'CT1']	[]	[]	cardiotrophin 1	1489	{'6': 'Gene activity modulation increases mammalian lifespan', '8': 'Age-related changes in gene expression/protein activity in mammals', '13': 'Modulation of gene activity protects against age-related impairment', '14': 'Other evidence'}	CTF1_HUMAN	[{'id': 10, 'name': 'immune function'}, {'id': 25, 'name': 'oxidation/antioxidant function'}, {'id': 26, 'name': 'inflammation'}, {'id': 30, 'name': 'cardiovascular system'}, {'id': 31, 'name': 'nervous system'}, {'id': 4, 'name': 'stress response'}, {'id': 7, 'name': 'cell differentiation'}, {'id': 8, 'name': 'glucose metabolism'}]	0	ENSG00000150281	
50		{'id': 9, 'phylum': 'Vertebrata', 'age': '490', 'order': 10}		ALB	['FDAHT', 'HSA', 'PRO0883', 'PRO0903', 'PRO1341']	{'300': {'icdCode': 'R77.0', 'icdName': 'Abnormality of albumin', 'name': 'Analbuminemia'}, '301': {'icdCode': 'Q79.6', 'icdName': 'Ehlers-Danlos syndrome', 'name': 'Ehlers-danlos syndrome, type vii, autosomal dominant'}, '302': {'icdCode': 'E00-E07', 'icdName': 'Disorders of thyroid gland', 'name': 'Hyperthyroxinemia, familial dysalbuminemic'}}	{'302': {'icdCode': 'E00-E07', 'icdCategoryName': 'Disorders of thyroid gland'}, '775': {'icdCode': 'Q65-Q79', 'icdCategoryName': 'Congenital malformations and deformations of the musculoskeletal system'}, '808': {'icdCode': 'R70-R79', 'icdCategoryName': 'Abnormal findings on examination of blood, without diagnosis'}, '824': {'icdCode': 'E00-E07', 'icdCategoryName': 'Disorders of thyroid gland'}}	albumin	213	{'5': 'Gene activity modulation increases non-mammalian lifespan', '9': 'Age-related changes in gene expression/protein activity in humans', '10': 'Gene regulates aging-related genes'}		[{'id': 11, 'name': 'mitochondrial function'}, {'id': 13, 'name': 'proteostasis'}, {'id': 54, 'name': 'cholesterol metabolism'}, {'id': 56, 'name': 'apoptosis'}, {'id': 5, 'name': 'cell cycle'}, {'id': 61, 'name': 'protein modification'}]	0	ENSG00000163631	
51		{'id': 9, 'phylum': 'Vertebrata', 'age': '490', 'order': 10}		IFNAR1	['AVP', 'IFN-alpha-REC', 'IFNAR', 'IFNBR', 'IFRC']	[]	[]	interferon alpha and beta receptor subunit 1	3454	{'6': 'Gene activity modulation increases mammalian lifespan', '13': 'Modulation of gene activity protects against age-related impairment'}		[{'id': 10, 'name': 'immune function'}, {'id': 27, 'name': 'signaling'}]	0	ENSG00000142166	
52		{'id': 9, 'phylum': 'Vertebrata', 'age': '490', 'order': 10}		SCN3A	['DEE62', 'EIEE62', 'FFEVF4', 'NAC3', 'Nav1.3']	[]	[]	sodium voltage-gated channel alpha subunit 3	6328	{'8': 'Age-related changes in gene expression/protein activity in mammals'}		[{'id': 14, 'name': 'transport'}]	0	ENSG00000153253	
53		{'id': 9, 'phylum': 'Vertebrata', 'age': '490', 'order': 10}		C1QB	[]	{'292': {'icdCode': 'D84.1', 'icdName': 'Defects in the complement system', 'name': 'C1q deficiency'}}	{'776': {'icdCode': 'D80-D89', 'icdCategoryName': 'Certain disorders involving the immune mechanism'}}	complement C1q B chain	713	{'8': 'Age-related changes in gene expression/protein activity in mammals'}		[{'id': 10, 'name': 'immune function'}, {'id': 4, 'name': 'stress response'}]	2	ENSG00000173369	
54		{'id': 9, 'phylum': 'Vertebrata', 'age': '490', 'order': 10}		BCL6	['BCL5', 'BCL6A', 'LAZ3', 'ZBTB27', 'ZNF51']	[]	[]	BCL6 transcription repressor	604	{'9': 'Age-related changes in gene expression/protein activity in humans'}		[{'id': 10, 'name': 'immune function'}, {'id': 12, 'name': 'cytoskeleton organization'}, {'id': 26, 'name': 'inflammation'}, {'id': 27, 'name': 'signaling'}, {'id': 3, 'name': 'transcription regulation'}, {'id': 56, 'name': 'apoptosis'}, {'id': 5, 'name': 'cell cycle'}, {'id': 7, 'name': 'cell differentiation'}]	3	ENSG00000113916	
55		{'id': 9, 'phylum': 'Vertebrata', 'age': '490', 'order': 10}		DAPP1	['BAM32']	[]	[]	dual adaptor of phosphotyrosine and 3-phosphoinositides 1	27071	{'10': 'Gene regulates aging-related genes'}		[{'id': 27, 'name': 'signaling'}, {'id': 61, 'name': 'protein modification'}]	0	ENSG00000070190	
56		{'id': 9, 'phylum': 'Vertebrata', 'age': '490', 'order': 10}		COL1A2	['EDSARTH2', 'EDSCV', 'OI4']	{'301': {'icdCode': 'Q79.6', 'icdName': 'Ehlers-Danlos syndrome', 'name': 'Ehlers-danlos syndrome, type vii, autosomal dominant'}, '352': {'icdCode': 'M80-M85', 'icdName': 'Disorders of bone density and structure', 'name': 'Osteoporosis'}, '354': {'icdCode': 'Q78.0', 'icdName': 'Osteogenesis imperfecta', 'name': 'Osteogenesis imperfecta'}, '355': {'icdCode': 'Q79.6', 'icdName': 'Ehlers-Danlos syndrome', 'name': 'Ehlers-danlos syndrome, autosomal recessive, cardiac valvular form'}}	{'775': {'icdCode': 'Q65-Q79', 'icdCategoryName': 'Congenital malformations and deformations of the musculoskeletal system'}, '839': {'icdCode': 'M80-M94', 'icdCategoryName': 'Osteopathies and chondropathies'}}	collagen type I alpha 2 chain	1278	{'9': 'Age-related changes in gene expression/protein activity in humans', '10': 'Gene regulates aging-related genes', '13': 'Modulation of gene activity protects against age-related impairment', '14': 'Other evidence', '17': 'Modulation of gene activity enhances age-related deterioration'}		[{'id': 10, 'name': 'immune function'}, {'id': 17, 'name': 'intercellular matrix'}, {'id': 27, 'name': 'signaling'}, {'id': 30, 'name': 'cardiovascular system'}, {'id': 34, 'name': 'skin health'}, {'id': 35, 'name': 'bone health'}, {'id': 6, 'name': 'embryonic development'}]	2	ENSG00000164692	
